Date,Open,High,Low,Close,Adj Close,Volume
1991-11-14,75.000000,75.000000,75.000000,75.000000,75.000000,1520
1991-11-15,71.875000,71.875000,71.875000,71.875000,71.875000,640
1991-11-18,76.565002,76.565002,76.565002,76.565002,76.565002,4400
1991-11-19,76.565002,76.565002,76.565002,76.565002,76.565002,360
1991-11-20,78.125000,78.125000,78.125000,78.125000,78.125000,3240
1991-11-21,78.125000,78.125000,78.125000,78.125000,78.125000,224
1991-11-22,78.125000,78.125000,78.125000,78.125000,78.125000,864
1991-11-25,84.375000,84.375000,84.375000,84.375000,84.375000,2720
1991-11-26,84.375000,84.375000,84.375000,84.375000,84.375000,1880
1991-11-27,84.375000,84.375000,84.375000,84.375000,84.375000,1664
1991-11-29,87.500000,87.500000,87.500000,87.500000,87.500000,3200
1991-12-02,85.940002,85.940002,85.940002,85.940002,85.940002,3000
1991-12-03,82.815002,82.815002,82.815002,82.815002,82.815002,5264
1991-12-04,78.125000,78.125000,78.125000,78.125000,78.125000,1680
1991-12-05,79.690002,79.690002,79.690002,79.690002,79.690002,0
1991-12-06,81.250000,81.250000,81.250000,81.250000,81.250000,1520
1991-12-09,84.375000,84.375000,84.375000,84.375000,84.375000,2320
1991-12-10,81.250000,81.250000,81.250000,81.250000,81.250000,680
1991-12-11,79.690002,79.690002,79.690002,79.690002,79.690002,2000
1991-12-12,79.690002,79.690002,79.690002,79.690002,79.690002,840
1991-12-13,81.250000,81.250000,81.250000,81.250000,81.250000,960
1991-12-16,81.250000,81.250000,81.250000,81.250000,81.250000,1024
1991-12-17,82.815002,82.815002,82.815002,82.815002,82.815002,2600
1991-12-18,84.375000,84.375000,84.375000,84.375000,84.375000,1264
1991-12-19,82.815002,82.815002,82.815002,82.815002,82.815002,2400
1991-12-20,78.125000,78.125000,78.125000,78.125000,78.125000,2760
1991-12-23,78.125000,78.125000,78.125000,78.125000,78.125000,504
1991-12-24,78.125000,78.125000,78.125000,78.125000,78.125000,520
1991-12-26,78.125000,78.125000,78.125000,78.125000,78.125000,0
1991-12-27,78.125000,78.125000,78.125000,78.125000,78.125000,0
1991-12-30,78.125000,78.125000,78.125000,78.125000,78.125000,944
1991-12-31,78.125000,78.125000,78.125000,78.125000,78.125000,520
1992-01-02,78.125000,78.125000,78.125000,78.125000,78.125000,0
1992-01-03,78.125000,78.125000,78.125000,78.125000,78.125000,664
1992-01-06,82.815002,82.815002,82.815002,82.815002,82.815002,6680
1992-01-07,84.375000,84.375000,84.375000,84.375000,84.375000,7920
1992-01-08,85.940002,85.940002,85.940002,85.940002,85.940002,6720
1992-01-09,85.940002,85.940002,85.940002,85.940002,85.940002,7784
1992-01-10,85.940002,85.940002,85.940002,85.940002,85.940002,5600
1992-01-13,85.940002,85.940002,85.940002,85.940002,85.940002,3880
1992-01-14,89.065002,89.065002,89.065002,89.065002,89.065002,6224
1992-01-15,96.875000,96.875000,96.875000,96.875000,96.875000,2240
1992-01-16,96.875000,96.875000,96.875000,96.875000,96.875000,1544
1992-01-17,104.690002,104.690002,104.690002,104.690002,104.690002,2200
1992-01-20,100.000000,100.000000,100.000000,100.000000,100.000000,3320
1992-01-21,104.690002,104.690002,104.690002,104.690002,104.690002,2160
1992-01-22,106.250000,106.250000,106.250000,106.250000,106.250000,2704
1992-01-23,106.250000,106.250000,106.250000,106.250000,106.250000,2064
1992-01-24,104.690002,104.690002,104.690002,104.690002,104.690002,984
1992-01-27,103.125000,103.125000,103.125000,103.125000,103.125000,1440
1992-01-28,101.565002,101.565002,101.565002,101.565002,101.565002,2024
1992-01-29,100.000000,100.000000,100.000000,100.000000,100.000000,2264
1992-01-30,100.000000,100.000000,100.000000,100.000000,100.000000,2280
1992-01-31,100.000000,100.000000,100.000000,100.000000,100.000000,80
1992-02-03,100.000000,100.000000,100.000000,100.000000,100.000000,704
1992-02-04,100.000000,100.000000,100.000000,100.000000,100.000000,880
1992-02-05,103.125000,103.125000,103.125000,103.125000,103.125000,880
1992-02-06,106.250000,106.250000,106.250000,106.250000,106.250000,760
1992-02-07,114.065002,114.065002,114.065002,114.065002,114.065002,1360
1992-02-10,114.065002,114.065002,114.065002,114.065002,114.065002,1200
1992-02-11,115.625000,115.625000,115.625000,115.625000,115.625000,2264
1992-02-12,109.375000,109.375000,109.375000,109.375000,109.375000,1864
1992-02-13,106.250000,106.250000,106.250000,106.250000,106.250000,1424
1992-02-14,104.690002,104.690002,104.690002,104.690002,104.690002,400
1992-02-18,104.690002,104.690002,104.690002,104.690002,104.690002,624
1992-02-19,96.875000,96.875000,96.875000,96.875000,96.875000,120
1992-02-20,103.125000,103.125000,103.125000,103.125000,103.125000,2040
1992-02-21,106.250000,106.250000,106.250000,106.250000,106.250000,2400
1992-02-24,104.690002,104.690002,104.690002,104.690002,104.690002,2200
1992-02-25,101.565002,101.565002,101.565002,101.565002,101.565002,3960
1992-02-26,101.565002,101.565002,101.565002,101.565002,101.565002,1520
1992-02-27,101.565002,101.565002,101.565002,101.565002,101.565002,304
1992-02-28,101.565002,101.565002,101.565002,101.565002,101.565002,200
1992-03-02,100.000000,100.000000,100.000000,100.000000,100.000000,280
1992-03-03,103.125000,103.125000,103.125000,103.125000,103.125000,1160
1992-03-04,101.565002,101.565002,101.565002,101.565002,101.565002,520
1992-03-05,103.125000,103.125000,103.125000,103.125000,103.125000,1760
1992-03-06,103.125000,103.125000,103.125000,103.125000,103.125000,480
1992-03-09,101.565002,101.565002,101.565002,101.565002,101.565002,1000
1992-03-10,101.565002,101.565002,101.565002,101.565002,101.565002,2000
1992-03-11,101.565002,101.565002,101.565002,101.565002,101.565002,1440
1992-03-12,100.000000,100.000000,100.000000,100.000000,100.000000,80
1992-03-13,100.000000,100.000000,100.000000,100.000000,100.000000,704
1992-03-16,101.565002,101.565002,101.565002,101.565002,101.565002,320
1992-03-17,104.690002,104.690002,104.690002,104.690002,104.690002,1720
1992-03-18,106.250000,106.250000,106.250000,106.250000,106.250000,3584
1992-03-19,106.250000,106.250000,106.250000,106.250000,106.250000,400
1992-03-20,109.375000,109.375000,109.375000,109.375000,109.375000,640
1992-03-23,109.375000,109.375000,109.375000,109.375000,109.375000,640
1992-03-24,109.375000,109.375000,109.375000,109.375000,109.375000,680
1992-03-25,109.375000,109.375000,109.375000,109.375000,109.375000,144
1992-03-26,104.690002,104.690002,104.690002,104.690002,104.690002,1480
1992-03-27,103.125000,103.125000,103.125000,103.125000,103.125000,680
1992-03-30,92.190002,92.190002,92.190002,92.190002,92.190002,1720
1992-03-31,92.190002,92.190002,92.190002,92.190002,92.190002,160
1992-04-01,93.750000,93.750000,93.750000,93.750000,93.750000,360
1992-04-02,92.190002,92.190002,92.190002,92.190002,92.190002,1184
1992-04-03,93.750000,93.750000,93.750000,93.750000,93.750000,360
1992-04-06,93.750000,93.750000,93.750000,93.750000,93.750000,1600
1992-04-07,93.750000,93.750000,93.750000,93.750000,93.750000,400
1992-04-08,87.500000,87.500000,87.500000,87.500000,87.500000,1440
1992-04-09,87.500000,87.500000,87.500000,87.500000,87.500000,80
1992-04-10,87.500000,87.500000,87.500000,87.500000,87.500000,280
1992-04-13,87.500000,87.500000,87.500000,87.500000,87.500000,1760
1992-04-14,87.500000,87.500000,87.500000,87.500000,87.500000,344
1992-04-15,90.625000,90.625000,90.625000,90.625000,90.625000,400
1992-04-16,95.315002,95.315002,95.315002,95.315002,95.315002,5240
1992-04-20,95.315002,95.315002,95.315002,95.315002,95.315002,24
1992-04-21,95.315002,95.315002,95.315002,95.315002,95.315002,280
1992-04-22,95.315002,95.315002,95.315002,95.315002,95.315002,40
1992-04-23,95.315002,95.315002,95.315002,95.315002,95.315002,800
1992-04-24,95.315002,95.315002,95.315002,95.315002,95.315002,440
1992-04-27,89.065002,89.065002,89.065002,89.065002,89.065002,1560
1992-04-28,89.065002,89.065002,89.065002,89.065002,89.065002,160
1992-04-29,89.065002,89.065002,89.065002,89.065002,89.065002,560
1992-04-30,89.065002,89.065002,89.065002,89.065002,89.065002,80
1992-05-01,89.065002,89.065002,89.065002,89.065002,89.065002,120
1992-05-04,89.065002,89.065002,89.065002,89.065002,89.065002,1680
1992-05-05,89.065002,89.065002,89.065002,89.065002,89.065002,1360
1992-05-06,90.625000,90.625000,90.625000,90.625000,90.625000,2760
1992-05-07,89.065002,89.065002,89.065002,89.065002,89.065002,424
1992-05-08,89.065002,89.065002,89.065002,89.065002,89.065002,320
1992-05-11,89.065002,89.065002,89.065002,89.065002,89.065002,160
1992-05-12,89.065002,89.065002,89.065002,89.065002,89.065002,120
1992-05-13,87.500000,87.500000,87.500000,87.500000,87.500000,144
1992-05-14,87.500000,87.500000,87.500000,87.500000,87.500000,200
1992-05-15,89.065002,89.065002,89.065002,89.065002,89.065002,3120
1992-05-18,89.065002,89.065002,89.065002,89.065002,89.065002,400
1992-05-19,89.065002,89.065002,89.065002,89.065002,89.065002,40
1992-05-20,90.625000,90.625000,90.625000,90.625000,90.625000,1344
1992-05-21,96.875000,96.875000,96.875000,96.875000,96.875000,5480
1992-05-22,96.875000,96.875000,96.875000,96.875000,96.875000,640
1992-05-26,96.875000,96.875000,96.875000,96.875000,96.875000,664
1992-05-27,96.875000,96.875000,96.875000,96.875000,96.875000,1880
1992-05-28,96.875000,96.875000,96.875000,96.875000,96.875000,2744
1992-05-29,96.875000,96.875000,96.875000,96.875000,96.875000,2520
1992-06-01,95.315002,95.315002,95.315002,95.315002,95.315002,960
1992-06-02,95.315002,95.315002,95.315002,95.315002,95.315002,560
1992-06-03,95.315002,95.315002,95.315002,95.315002,95.315002,1040
1992-06-04,95.315002,95.315002,95.315002,95.315002,95.315002,1400
1992-06-05,95.315002,95.315002,95.315002,95.315002,95.315002,1600
1992-06-08,95.315002,95.315002,95.315002,95.315002,95.315002,264
1992-06-09,93.750000,93.750000,93.750000,93.750000,93.750000,1240
1992-06-10,93.750000,93.750000,93.750000,93.750000,93.750000,544
1992-06-11,93.750000,93.750000,93.750000,93.750000,93.750000,280
1992-06-12,93.750000,93.750000,93.750000,93.750000,93.750000,400
1992-06-15,93.750000,93.750000,93.750000,93.750000,93.750000,0
1992-06-16,92.190002,92.190002,92.190002,92.190002,92.190002,1024
1992-06-17,90.625000,90.625000,90.625000,90.625000,90.625000,1200
1992-06-18,84.375000,84.375000,84.375000,84.375000,84.375000,2160
1992-06-19,81.250000,81.250000,81.250000,81.250000,81.250000,3040
1992-06-22,81.250000,89.065002,81.250000,81.250000,81.250000,720
1992-06-23,84.375000,84.375000,81.250000,84.375000,84.375000,680
1992-06-24,null,null,null,null,null,null
1992-06-25,87.500000,87.500000,87.500000,87.500000,87.500000,880
1992-06-26,82.815002,82.815002,82.815002,82.815002,82.815002,80
1992-06-29,null,null,null,null,null,null
1992-06-30,82.815002,87.500000,82.815002,82.815002,82.815002,904
1992-07-01,82.815002,82.815002,82.815002,82.815002,82.815002,560
1992-07-02,82.815002,87.500000,82.815002,82.815002,82.815002,184
1992-07-06,82.815002,87.500000,82.815002,82.815002,82.815002,200
1992-07-07,84.375000,85.940002,84.375000,84.375000,84.375000,144
1992-07-08,79.690002,82.815002,79.690002,79.690002,79.690002,1360
1992-07-09,85.940002,85.940002,79.690002,85.940002,85.940002,1624
1992-07-10,85.940002,85.940002,79.690002,85.940002,85.940002,6424
1992-07-13,85.940002,85.940002,79.690002,85.940002,85.940002,2000
1992-07-14,85.940002,85.940002,81.250000,85.940002,85.940002,1880
1992-07-15,90.625000,90.625000,81.250000,90.625000,90.625000,3880
1992-07-16,90.625000,93.750000,89.065002,90.625000,90.625000,3720
1992-07-17,87.500000,90.625000,85.940002,87.500000,87.500000,3744
1992-07-20,84.375000,85.940002,82.815002,84.375000,84.375000,2560
1992-07-21,82.815002,82.815002,82.815002,82.815002,82.815002,1440
1992-07-22,84.375000,84.375000,81.250000,84.375000,84.375000,1720
1992-07-23,84.375000,84.375000,81.250000,84.375000,84.375000,5520
1992-07-24,82.815002,87.500000,82.815002,82.815002,82.815002,8544
1992-07-27,81.250000,84.375000,81.250000,81.250000,81.250000,1040
1992-07-28,82.815002,84.375000,81.250000,82.815002,82.815002,2080
1992-07-29,82.815002,84.375000,82.815002,82.815002,82.815002,120
1992-07-30,84.375000,85.940002,82.815002,84.375000,84.375000,2640
1992-07-31,85.940002,85.940002,82.815002,85.940002,85.940002,1440
1992-08-03,85.940002,85.940002,82.815002,85.940002,85.940002,344
1992-08-04,84.375000,84.375000,81.250000,84.375000,84.375000,704
1992-08-05,81.250000,84.375000,81.250000,81.250000,81.250000,560
1992-08-06,84.375000,84.375000,84.375000,84.375000,84.375000,80
1992-08-07,84.375000,84.375000,84.375000,84.375000,84.375000,80
1992-08-10,81.250000,82.815002,79.690002,81.250000,81.250000,2024
1992-08-11,81.250000,81.250000,79.690002,81.250000,81.250000,224
1992-08-12,81.250000,81.250000,79.690002,81.250000,81.250000,1040
1992-08-13,78.125000,81.250000,78.125000,78.125000,78.125000,400
1992-08-14,84.375000,84.375000,82.815002,84.375000,84.375000,640
1992-08-17,85.940002,85.940002,84.375000,85.940002,85.940002,1104
1992-08-18,90.625000,90.625000,84.375000,90.625000,90.625000,2880
1992-08-19,98.440002,98.440002,87.500000,98.440002,98.440002,3864
1992-08-20,96.875000,98.440002,93.750000,96.875000,96.875000,2440
1992-08-21,96.875000,96.875000,96.875000,96.875000,96.875000,80
1992-08-24,93.750000,98.440002,93.750000,93.750000,93.750000,1960
1992-08-25,95.315002,95.315002,93.750000,95.315002,95.315002,840
1992-08-26,96.875000,96.875000,87.500000,96.875000,96.875000,5784
1992-08-27,null,null,null,null,null,null
1992-08-28,95.315002,96.875000,95.315002,95.315002,95.315002,944
1992-08-31,96.875000,96.875000,92.190002,96.875000,96.875000,560
1992-09-01,null,null,null,null,null,null
1992-09-02,95.315002,96.875000,92.190002,95.315002,95.315002,920
1992-09-03,93.750000,93.750000,93.750000,93.750000,93.750000,400
1992-09-04,93.750000,96.875000,93.750000,93.750000,93.750000,864
1992-09-08,96.875000,96.875000,93.750000,96.875000,96.875000,960
1992-09-09,95.315002,98.440002,95.315002,95.315002,95.315002,344
1992-09-10,100.000000,100.000000,96.875000,100.000000,100.000000,320
1992-09-11,98.440002,100.000000,96.875000,98.440002,98.440002,1240
1992-09-14,100.000000,100.000000,96.875000,100.000000,100.000000,1024
1992-09-15,104.690002,104.690002,98.440002,104.690002,104.690002,3000
1992-09-16,109.375000,109.375000,101.565002,109.375000,109.375000,5480
1992-09-17,103.125000,104.690002,103.125000,103.125000,103.125000,1520
1992-09-18,106.250000,107.815002,103.125000,106.250000,106.250000,744
1992-09-21,107.815002,107.815002,103.125000,107.815002,107.815002,344
1992-09-22,103.125000,103.125000,103.125000,103.125000,103.125000,80
1992-09-23,107.815002,107.815002,106.250000,107.815002,107.815002,320
1992-09-24,106.250000,107.815002,103.125000,106.250000,106.250000,1120
1992-09-25,103.125000,107.815002,103.125000,103.125000,103.125000,720
1992-09-28,107.815002,107.815002,103.125000,107.815002,107.815002,64
1992-09-29,107.815002,107.815002,103.125000,107.815002,107.815002,1760
1992-09-30,107.815002,107.815002,103.125000,107.815002,107.815002,2544
1992-10-01,101.565002,107.815002,93.750000,101.565002,101.565002,2424
1992-10-02,93.750000,101.565002,93.750000,93.750000,93.750000,720
1992-10-05,93.750000,100.000000,93.750000,93.750000,93.750000,1144
1992-10-06,93.750000,98.440002,92.190002,93.750000,93.750000,960
1992-10-07,95.315002,98.440002,93.750000,95.315002,95.315002,1800
1992-10-08,98.440002,98.440002,93.750000,98.440002,98.440002,1440
1992-10-09,93.750000,93.750000,93.750000,93.750000,93.750000,360
1992-10-12,98.440002,98.440002,98.440002,98.440002,98.440002,160
1992-10-13,93.750000,98.440002,93.750000,93.750000,93.750000,520
1992-10-14,98.440002,98.440002,93.750000,98.440002,98.440002,600
1992-10-15,95.315002,96.875000,93.750000,95.315002,95.315002,1240
1992-10-16,90.625000,93.750000,90.625000,90.625000,90.625000,2600
1992-10-19,93.750000,93.750000,89.065002,93.750000,93.750000,504
1992-10-20,87.500000,90.625000,87.500000,87.500000,87.500000,880
1992-10-21,87.500000,87.500000,87.500000,87.500000,87.500000,424
1992-10-22,92.190002,92.190002,87.500000,92.190002,92.190002,824
1992-10-23,90.625000,93.750000,90.625000,90.625000,90.625000,1520
1992-10-26,96.875000,96.875000,96.875000,96.875000,96.875000,800
1992-10-27,null,null,null,null,null,null
1992-10-28,95.315002,95.315002,87.500000,95.315002,95.315002,5144
1992-10-29,95.315002,95.315002,93.750000,95.315002,95.315002,880
1992-10-30,92.190002,95.315002,90.625000,92.190002,92.190002,1144
1992-11-02,92.190002,95.315002,92.190002,92.190002,92.190002,1120
1992-11-03,95.315002,96.875000,95.315002,95.315002,95.315002,144
1992-11-04,95.315002,95.315002,95.315002,95.315002,95.315002,240
1992-11-05,90.625000,92.190002,90.625000,90.625000,90.625000,1760
1992-11-06,90.625000,93.750000,90.625000,90.625000,90.625000,304
1992-11-09,95.315002,96.875000,92.190002,95.315002,95.315002,1104
1992-11-10,93.750000,93.750000,87.500000,93.750000,93.750000,800
1992-11-11,92.190002,93.750000,92.190002,92.190002,92.190002,120
1992-11-12,17.500000,17.500000,17.500000,17.500000,17.500000,0
1992-11-13,18.437500,18.437500,17.500000,18.437500,18.437500,29500
1992-11-16,18.437500,18.437500,17.812500,18.437500,18.437500,5400
1992-11-17,17.812500,18.125000,17.500000,17.500000,17.500000,16600
1992-11-18,17.500000,18.125000,17.500000,17.812500,17.812500,22500
1992-11-19,17.500000,18.125000,17.187500,17.500000,17.500000,28000
1992-11-20,17.812500,17.812500,16.875000,17.500000,17.500000,15800
1992-11-23,16.875000,16.875000,16.250000,16.250000,16.250000,2200
1992-11-24,16.250000,17.500000,16.250000,16.562500,16.562500,2800
1992-11-25,16.250000,16.250000,16.250000,16.250000,16.250000,300
1992-11-27,17.500000,17.500000,16.875000,17.500000,17.500000,5800
1992-11-30,16.250000,16.250000,16.250000,16.250000,16.250000,400
1992-12-01,17.500000,17.500000,16.250000,16.562500,16.562500,4600
1992-12-02,17.500000,17.500000,15.000000,15.000000,15.000000,9000
1992-12-03,15.312500,16.250000,15.000000,16.250000,16.250000,4300
1992-12-04,15.625000,15.625000,15.625000,15.625000,15.625000,6400
1992-12-07,15.625000,15.625000,15.625000,15.625000,15.625000,200
1992-12-08,14.687500,15.625000,14.687500,15.625000,15.625000,3500
1992-12-09,15.312500,15.312500,15.312500,15.312500,15.312500,800
1992-12-10,14.687500,15.312500,14.687500,15.312500,15.312500,3200
1992-12-11,15.312500,15.312500,14.687500,14.687500,14.687500,1800
1992-12-14,14.375000,14.375000,14.375000,14.375000,14.375000,400
1992-12-15,13.750000,15.000000,13.750000,15.000000,15.000000,7200
1992-12-16,14.375000,14.375000,14.375000,14.375000,14.375000,200
1992-12-17,13.750000,14.375000,13.125000,14.375000,14.375000,9600
1992-12-18,14.375000,14.375000,14.375000,14.375000,14.375000,0
1992-12-21,14.375000,14.375000,14.375000,14.375000,14.375000,0
1992-12-22,13.750000,14.687500,13.750000,14.687500,14.687500,3200
1992-12-23,14.687500,14.687500,14.687500,14.687500,14.687500,100
1992-12-24,14.687500,14.687500,14.687500,14.687500,14.687500,0
1992-12-28,13.125000,14.687500,13.125000,14.687500,14.687500,400
1992-12-29,13.125000,14.687500,13.125000,14.375000,14.375000,4200
1992-12-30,13.125000,14.375000,12.500000,14.375000,14.375000,5500
1992-12-31,12.812500,14.375000,12.812500,13.125000,13.125000,8200
1993-01-04,13.750000,14.375000,13.750000,14.375000,14.375000,2000
1993-01-05,14.687500,14.687500,12.812500,12.812500,12.812500,12200
1993-01-06,13.750000,14.062500,13.125000,13.125000,13.125000,7200
1993-01-07,13.125000,14.062500,13.125000,14.062500,14.062500,3800
1993-01-08,14.062500,14.375000,13.125000,14.375000,14.375000,55800
1993-01-11,14.062500,15.937500,14.062500,15.937500,15.937500,8400
1993-01-12,15.000000,17.812500,15.000000,17.187500,17.187500,15800
1993-01-13,17.187500,18.125000,16.562500,18.125000,18.125000,6800
1993-01-14,17.812500,17.812500,16.562500,17.187500,17.187500,6400
1993-01-15,18.125000,18.437500,16.875000,17.812500,17.812500,8600
1993-01-18,18.750000,18.750000,17.500000,18.750000,18.750000,8000
1993-01-19,20.625000,21.250000,18.750000,20.000000,20.000000,42700
1993-01-20,20.937500,23.125000,20.000000,23.125000,23.125000,42600
1993-01-21,21.250000,23.437500,21.250000,22.187500,22.187500,30800
1993-01-22,22.187500,23.437500,21.875000,23.437500,23.437500,59400
1993-01-25,22.500000,23.437500,21.875000,23.125000,23.125000,32200
1993-01-26,23.125000,23.125000,21.250000,21.875000,21.875000,11800
1993-01-27,21.875000,22.500000,21.250000,22.500000,22.500000,15900
1993-01-28,22.500000,22.500000,20.625000,21.875000,21.875000,3200
1993-01-29,21.250000,21.250000,20.312500,21.250000,21.250000,12500
1993-02-01,21.250000,21.562500,20.000000,20.312500,20.312500,2700
1993-02-02,20.000000,21.250000,18.750000,20.000000,20.000000,39100
1993-02-03,20.000000,21.250000,20.000000,20.000000,20.000000,8400
1993-02-04,21.250000,21.250000,20.000000,20.937500,20.937500,4600
1993-02-05,20.937500,20.937500,20.000000,20.000000,20.000000,30600
1993-02-08,20.625000,20.625000,19.687500,19.687500,19.687500,1600
1993-02-09,19.375000,20.625000,19.375000,19.375000,19.375000,3700
1993-02-10,19.375000,19.375000,19.375000,19.375000,19.375000,0
1993-02-11,19.375000,20.625000,19.375000,20.625000,20.625000,1300
1993-02-12,20.000000,20.625000,19.375000,19.375000,19.375000,6200
1993-02-16,19.687500,19.687500,19.687500,19.687500,19.687500,400
1993-02-17,19.375000,20.625000,19.375000,19.375000,19.375000,5600
1993-02-18,20.625000,20.625000,19.687500,19.687500,19.687500,9200
1993-02-19,20.312500,20.312500,19.687500,19.687500,19.687500,1900
1993-02-22,20.312500,20.312500,19.687500,19.687500,19.687500,1200
1993-02-23,20.000000,20.000000,19.687500,19.687500,19.687500,4800
1993-02-24,19.687500,20.312500,18.125000,19.687500,19.687500,9200
1993-02-25,19.687500,19.687500,19.062500,19.062500,19.062500,17800
1993-02-26,18.750000,19.375000,18.750000,18.750000,18.750000,1600
1993-03-01,19.375000,19.375000,18.750000,18.750000,18.750000,8600
1993-03-02,18.750000,19.375000,18.437500,18.437500,18.437500,6300
1993-03-03,19.375000,19.375000,18.437500,18.750000,18.750000,80400
1993-03-04,19.062500,19.687500,18.750000,19.375000,19.375000,19500
1993-03-05,18.750000,19.687500,18.750000,19.687500,19.687500,2500
1993-03-08,19.687500,19.687500,18.750000,19.687500,19.687500,11100
1993-03-09,18.750000,19.687500,18.750000,19.687500,19.687500,2200
1993-03-10,19.062500,19.687500,19.062500,19.687500,19.687500,1400
1993-03-11,19.687500,19.687500,18.750000,18.750000,18.750000,3300
